variant_a,variant_b,case_set,n_both_solved,n_only_a,n_only_b,n_neither,jaccard,n_both_failed
rafe_qwen,rafe_qwen,c1,18,0,0,7,1.0000,7
A,A,c2,12,0,0,8,1.0000,8
A,A_strict,c2,12,0,1,7,0.9231,7
A,B,c2,10,2,2,6,0.7143,6
A,B_strict,c2,12,0,4,4,0.7500,4
A,C,c2,12,0,2,6,0.8571,6
A,C_strict,c2,11,1,3,5,0.7333,5
A,D,c2,12,0,2,6,0.8571,6
A,E,c2,10,2,2,6,0.7143,6
A,F,c2,12,0,2,6,0.8571,6
A,F_strict,c2,12,0,1,7,0.9231,7
A,G,c2,12,0,4,4,0.7500,4
A,G_strict,c2,12,0,2,6,0.8571,6
A,H,c2,12,0,2,6,0.8571,6
A,I,c2,12,0,2,6,0.8571,6
A,J,c2,11,1,1,7,0.8462,7
A,K,c2,10,2,1,7,0.7692,7
A,L,c2,12,0,1,7,0.9231,7
A,M,c2,12,0,0,8,1.0000,8
A,N,c2,7,5,2,6,0.5000,6
A,P,c2,12,0,2,6,0.8571,6
A,rafe_gpt120b,c2,0,12,0,8,0.0000,8
A,rafe_gpt_plan_critic_qwen,c2,0,12,0,8,0.0000,8
A,rafe_gpt_plan_qwen_code,c2,0,12,0,8,0.0000,8
A,rafe_gpt_plan_qwen_code_rev,c2,0,12,0,8,0.0000,8
A,rafe_mcts_baseline,c2,0,12,0,8,0.0000,8
A,rafe_mcts_critic_gate,c2,0,12,0,8,0.0000,8
A,rafe_mcts_plan_critic,c2,0,12,0,8,0.0000,8
A,rafe_qwen,c2,0,12,0,8,0.0000,8
A_strict,A_strict,c2,13,0,0,7,1.0000,7
A_strict,B,c2,10,3,2,5,0.6667,5
A_strict,B_strict,c2,13,0,3,4,0.8125,4
A_strict,C,c2,13,0,1,6,0.9286,6
A_strict,C_strict,c2,12,1,2,5,0.8000,5
A_strict,D,c2,12,1,2,5,0.8000,5
A_strict,E,c2,10,3,2,5,0.6667,5
A_strict,F,c2,13,0,1,6,0.9286,6
A_strict,F_strict,c2,12,1,1,6,0.8571,6
A_strict,G,c2,13,0,3,4,0.8125,4
A_strict,G_strict,c2,13,0,1,6,0.9286,6
A_strict,H,c2,13,0,1,6,0.9286,6
A_strict,I,c2,13,0,1,6,0.9286,6
A_strict,J,c2,11,2,1,6,0.7857,6
A_strict,K,c2,11,2,0,7,0.8462,7
A_strict,L,c2,12,1,1,6,0.8571,6
A_strict,M,c2,12,1,0,7,0.9231,7
A_strict,N,c2,7,6,2,5,0.4667,5
A_strict,P,c2,12,1,2,5,0.8000,5
A_strict,rafe_gpt120b,c2,0,13,0,7,0.0000,7
A_strict,rafe_gpt_plan_critic_qwen,c2,0,13,0,7,0.0000,7
A_strict,rafe_gpt_plan_qwen_code,c2,0,13,0,7,0.0000,7
A_strict,rafe_gpt_plan_qwen_code_rev,c2,0,13,0,7,0.0000,7
A_strict,rafe_mcts_baseline,c2,0,13,0,7,0.0000,7
A_strict,rafe_mcts_critic_gate,c2,0,13,0,7,0.0000,7
A_strict,rafe_mcts_plan_critic,c2,0,13,0,7,0.0000,7
A_strict,rafe_qwen,c2,0,13,0,7,0.0000,7
B,B,c2,12,0,0,8,1.0000,8
B,B_strict,c2,12,0,4,4,0.7500,4
B,C,c2,11,1,3,5,0.7333,5
B,C_strict,c2,11,1,3,5,0.7333,5
B,D,c2,12,0,2,6,0.8571,6
B,E,c2,9,3,3,5,0.6000,5
B,F,c2,11,1,3,5,0.7333,5
B,F_strict,c2,11,1,2,6,0.7857,6
B,G,c2,11,1,5,3,0.6471,3
B,G_strict,c2,11,1,3,5,0.7333,5
B,H,c2,11,1,3,5,0.7333,5
B,I,c2,11,1,3,5,0.7333,5
B,J,c2,9,3,3,5,0.6000,5
B,K,c2,8,4,3,5,0.5333,5
B,L,c2,11,1,2,6,0.7857,6
B,M,c2,10,2,2,6,0.7143,6
B,N,c2,7,5,2,6,0.5000,6
B,P,c2,11,1,3,5,0.7333,5
B,rafe_gpt120b,c2,0,12,0,8,0.0000,8
B,rafe_gpt_plan_critic_qwen,c2,0,12,0,8,0.0000,8
B,rafe_gpt_plan_qwen_code,c2,0,12,0,8,0.0000,8
B,rafe_gpt_plan_qwen_code_rev,c2,0,12,0,8,0.0000,8
B,rafe_mcts_baseline,c2,0,12,0,8,0.0000,8
B,rafe_mcts_critic_gate,c2,0,12,0,8,0.0000,8
B,rafe_mcts_plan_critic,c2,0,12,0,8,0.0000,8
B,rafe_qwen,c2,0,12,0,8,0.0000,8
B_strict,B_strict,c2,16,0,0,4,1.0000,4
B_strict,C,c2,14,2,0,4,0.8750,4
B_strict,C_strict,c2,13,3,1,3,0.7647,3
B_strict,D,c2,14,2,0,4,0.8750,4
B_strict,E,c2,11,5,1,3,0.6471,3
B_strict,F,c2,14,2,0,4,0.8750,4
B_strict,F_strict,c2,13,3,0,4,0.8125,4
B_strict,G,c2,14,2,2,2,0.7778,2
B_strict,G_strict,c2,14,2,0,4,0.8750,4
B_strict,H,c2,14,2,0,4,0.8750,4
B_strict,I,c2,14,2,0,4,0.8750,4
B_strict,J,c2,11,5,1,3,0.6471,3
B_strict,K,c2,11,5,0,4,0.6875,4
B_strict,L,c2,13,3,0,4,0.8125,4
B_strict,M,c2,12,4,0,4,0.7500,4
B_strict,N,c2,9,7,0,4,0.5625,4
B_strict,P,c2,13,3,1,3,0.7647,3
B_strict,rafe_gpt120b,c2,0,16,0,4,0.0000,4
B_strict,rafe_gpt_plan_critic_qwen,c2,0,16,0,4,0.0000,4
B_strict,rafe_gpt_plan_qwen_code,c2,0,16,0,4,0.0000,4
B_strict,rafe_gpt_plan_qwen_code_rev,c2,0,16,0,4,0.0000,4
B_strict,rafe_mcts_baseline,c2,0,16,0,4,0.0000,4
B_strict,rafe_mcts_critic_gate,c2,0,16,0,4,0.0000,4
B_strict,rafe_mcts_plan_critic,c2,0,16,0,4,0.0000,4
B_strict,rafe_qwen,c2,0,16,0,4,0.0000,4
C,C,c2,14,0,0,6,1.0000,6
C,C_strict,c2,12,2,2,4,0.7500,4
C,D,c2,13,1,1,5,0.8667,5
C,E,c2,11,3,1,5,0.7333,5
C,F,c2,14,0,0,6,1.0000,6
C,F_strict,c2,13,1,0,6,0.9286,6
C,G,c2,14,0,2,4,0.8750,4
C,G_strict,c2,14,0,0,6,1.0000,6
C,H,c2,14,0,0,6,1.0000,6
C,I,c2,14,0,0,6,1.0000,6
C,J,c2,11,3,1,5,0.7333,5
C,K,c2,11,3,0,6,0.7857,6
C,L,c2,13,1,0,6,0.9286,6
C,M,c2,12,2,0,6,0.8571,6
C,N,c2,8,6,1,5,0.5333,5
C,P,c2,12,2,2,4,0.7500,4
C,rafe_gpt120b,c2,0,14,0,6,0.0000,6
C,rafe_gpt_plan_critic_qwen,c2,0,14,0,6,0.0000,6
C,rafe_gpt_plan_qwen_code,c2,0,14,0,6,0.0000,6
C,rafe_gpt_plan_qwen_code_rev,c2,0,14,0,6,0.0000,6
C,rafe_mcts_baseline,c2,0,14,0,6,0.0000,6
C,rafe_mcts_critic_gate,c2,0,14,0,6,0.0000,6
C,rafe_mcts_plan_critic,c2,0,14,0,6,0.0000,6
C,rafe_qwen,c2,0,14,0,6,0.0000,6
C_strict,C_strict,c2,14,0,0,6,1.0000,6
C_strict,D,c2,12,2,2,4,0.7500,4
C_strict,E,c2,9,5,3,3,0.5294,3
C_strict,F,c2,12,2,2,4,0.7500,4
C_strict,F_strict,c2,11,3,2,4,0.6875,4
C_strict,G,c2,13,1,3,3,0.7647,3
C_strict,G_strict,c2,12,2,2,4,0.7500,4
C_strict,H,c2,12,2,2,4,0.7500,4
C_strict,I,c2,12,2,2,4,0.7500,4
C_strict,J,c2,10,4,2,4,0.6250,4
C_strict,K,c2,10,4,1,5,0.6667,5
C_strict,L,c2,11,3,2,4,0.6875,4
C_strict,M,c2,11,3,1,5,0.7333,5
C_strict,N,c2,7,7,2,4,0.4375,4
C_strict,P,c2,13,1,1,5,0.8667,5
C_strict,rafe_gpt120b,c2,0,14,0,6,0.0000,6
C_strict,rafe_gpt_plan_critic_qwen,c2,0,14,0,6,0.0000,6
C_strict,rafe_gpt_plan_qwen_code,c2,0,14,0,6,0.0000,6
C_strict,rafe_gpt_plan_qwen_code_rev,c2,0,14,0,6,0.0000,6
C_strict,rafe_mcts_baseline,c2,0,14,0,6,0.0000,6
C_strict,rafe_mcts_critic_gate,c2,0,14,0,6,0.0000,6
C_strict,rafe_mcts_plan_critic,c2,0,14,0,6,0.0000,6
C_strict,rafe_qwen,c2,0,14,0,6,0.0000,6
D,D,c2,14,0,0,6,1.0000,6
D,E,c2,11,3,1,5,0.7333,5
D,F,c2,13,1,1,5,0.8667,5
D,F_strict,c2,13,1,0,6,0.9286,6
D,G,c2,13,1,3,3,0.7647,3
D,G_strict,c2,13,1,1,5,0.8667,5
D,H,c2,13,1,1,5,0.8667,5
D,I,c2,13,1,1,5,0.8667,5
D,J,c2,11,3,1,5,0.7333,5
D,K,c2,10,4,1,5,0.6667,5
D,L,c2,13,1,0,6,0.9286,6
D,M,c2,12,2,0,6,0.8571,6
D,N,c2,9,5,0,6,0.6429,6
D,P,c2,13,1,1,5,0.8667,5
D,rafe_gpt120b,c2,0,14,0,6,0.0000,6
D,rafe_gpt_plan_critic_qwen,c2,0,14,0,6,0.0000,6
D,rafe_gpt_plan_qwen_code,c2,0,14,0,6,0.0000,6
D,rafe_gpt_plan_qwen_code_rev,c2,0,14,0,6,0.0000,6
D,rafe_mcts_baseline,c2,0,14,0,6,0.0000,6
D,rafe_mcts_critic_gate,c2,0,14,0,6,0.0000,6
D,rafe_mcts_plan_critic,c2,0,14,0,6,0.0000,6
D,rafe_qwen,c2,0,14,0,6,0.0000,6
E,E,c2,12,0,0,8,1.0000,8
E,F,c2,11,1,3,5,0.7333,5
E,F_strict,c2,11,1,2,6,0.7857,6
E,G,c2,12,0,4,4,0.7500,4
E,G_strict,c2,11,1,3,5,0.7333,5
E,H,c2,11,1,3,5,0.7333,5
E,I,c2,11,1,3,5,0.7333,5
E,J,c2,10,2,2,6,0.7143,6
E,K,c2,8,4,3,5,0.5333,5
E,L,c2,11,1,2,6,0.7857,6
E,M,c2,10,2,2,6,0.7143,6
E,N,c2,8,4,1,7,0.6154,7
E,P,c2,10,2,4,4,0.6250,4
E,rafe_gpt120b,c2,0,12,0,8,0.0000,8
E,rafe_gpt_plan_critic_qwen,c2,0,12,0,8,0.0000,8
E,rafe_gpt_plan_qwen_code,c2,0,12,0,8,0.0000,8
E,rafe_gpt_plan_qwen_code_rev,c2,0,12,0,8,0.0000,8
E,rafe_mcts_baseline,c2,0,12,0,8,0.0000,8
E,rafe_mcts_critic_gate,c2,0,12,0,8,0.0000,8
E,rafe_mcts_plan_critic,c2,0,12,0,8,0.0000,8
E,rafe_qwen,c2,0,12,0,8,0.0000,8
F,F,c2,14,0,0,6,1.0000,6
F,F_strict,c2,13,1,0,6,0.9286,6
F,G,c2,14,0,2,4,0.8750,4
F,G_strict,c2,14,0,0,6,1.0000,6
F,H,c2,14,0,0,6,1.0000,6
F,I,c2,14,0,0,6,1.0000,6
F,J,c2,11,3,1,5,0.7333,5
F,K,c2,11,3,0,6,0.7857,6
F,L,c2,13,1,0,6,0.9286,6
F,M,c2,12,2,0,6,0.8571,6
F,N,c2,8,6,1,5,0.5333,5
F,P,c2,12,2,2,4,0.7500,4
F,rafe_gpt120b,c2,0,14,0,6,0.0000,6
F,rafe_gpt_plan_critic_qwen,c2,0,14,0,6,0.0000,6
F,rafe_gpt_plan_qwen_code,c2,0,14,0,6,0.0000,6
F,rafe_gpt_plan_qwen_code_rev,c2,0,14,0,6,0.0000,6
F,rafe_mcts_baseline,c2,0,14,0,6,0.0000,6
F,rafe_mcts_critic_gate,c2,0,14,0,6,0.0000,6
F,rafe_mcts_plan_critic,c2,0,14,0,6,0.0000,6
F,rafe_qwen,c2,0,14,0,6,0.0000,6
F_strict,F_strict,c2,13,0,0,7,1.0000,7
F_strict,G,c2,13,0,3,4,0.8125,4
F_strict,G_strict,c2,13,0,1,6,0.9286,6
F_strict,H,c2,13,0,1,6,0.9286,6
F_strict,I,c2,13,0,1,6,0.9286,6
F_strict,J,c2,11,2,1,6,0.7857,6
F_strict,K,c2,10,3,1,6,0.7143,6
F_strict,L,c2,13,0,0,7,1.0000,7
F_strict,M,c2,12,1,0,7,0.9231,7
F_strict,N,c2,8,5,1,6,0.5714,6
F_strict,P,c2,12,1,2,5,0.8000,5
F_strict,rafe_gpt120b,c2,0,13,0,7,0.0000,7
F_strict,rafe_gpt_plan_critic_qwen,c2,0,13,0,7,0.0000,7
F_strict,rafe_gpt_plan_qwen_code,c2,0,13,0,7,0.0000,7
F_strict,rafe_gpt_plan_qwen_code_rev,c2,0,13,0,7,0.0000,7
F_strict,rafe_mcts_baseline,c2,0,13,0,7,0.0000,7
F_strict,rafe_mcts_critic_gate,c2,0,13,0,7,0.0000,7
F_strict,rafe_mcts_plan_critic,c2,0,13,0,7,0.0000,7
F_strict,rafe_qwen,c2,0,13,0,7,0.0000,7
G,G,c2,16,0,0,4,1.0000,4
G,G_strict,c2,14,2,0,4,0.8750,4
G,H,c2,14,2,0,4,0.8750,4
G,I,c2,14,2,0,4,0.8750,4
G,J,c2,12,4,0,4,0.7500,4
G,K,c2,11,5,0,4,0.6875,4
G,L,c2,13,3,0,4,0.8125,4
G,M,c2,12,4,0,4,0.7500,4
G,N,c2,8,8,1,3,0.4706,3
G,P,c2,13,3,1,3,0.7647,3
G,rafe_gpt120b,c2,0,16,0,4,0.0000,4
G,rafe_gpt_plan_critic_qwen,c2,0,16,0,4,0.0000,4
G,rafe_gpt_plan_qwen_code,c2,0,16,0,4,0.0000,4
G,rafe_gpt_plan_qwen_code_rev,c2,0,16,0,4,0.0000,4
G,rafe_mcts_baseline,c2,0,16,0,4,0.0000,4
G,rafe_mcts_critic_gate,c2,0,16,0,4,0.0000,4
G,rafe_mcts_plan_critic,c2,0,16,0,4,0.0000,4
G,rafe_qwen,c2,0,16,0,4,0.0000,4
G_strict,G_strict,c2,14,0,0,6,1.0000,6
G_strict,H,c2,14,0,0,6,1.0000,6
G_strict,I,c2,14,0,0,6,1.0000,6
G_strict,J,c2,11,3,1,5,0.7333,5
G_strict,K,c2,11,3,0,6,0.7857,6
G_strict,L,c2,13,1,0,6,0.9286,6
G_strict,M,c2,12,2,0,6,0.8571,6
G_strict,N,c2,8,6,1,5,0.5333,5
G_strict,P,c2,12,2,2,4,0.7500,4
G_strict,rafe_gpt120b,c2,0,14,0,6,0.0000,6
G_strict,rafe_gpt_plan_critic_qwen,c2,0,14,0,6,0.0000,6
G_strict,rafe_gpt_plan_qwen_code,c2,0,14,0,6,0.0000,6
G_strict,rafe_gpt_plan_qwen_code_rev,c2,0,14,0,6,0.0000,6
G_strict,rafe_mcts_baseline,c2,0,14,0,6,0.0000,6
G_strict,rafe_mcts_critic_gate,c2,0,14,0,6,0.0000,6
G_strict,rafe_mcts_plan_critic,c2,0,14,0,6,0.0000,6
G_strict,rafe_qwen,c2,0,14,0,6,0.0000,6
H,H,c2,14,0,0,6,1.0000,6
H,I,c2,14,0,0,6,1.0000,6
H,J,c2,11,3,1,5,0.7333,5
H,K,c2,11,3,0,6,0.7857,6
H,L,c2,13,1,0,6,0.9286,6
H,M,c2,12,2,0,6,0.8571,6
H,N,c2,8,6,1,5,0.5333,5
H,P,c2,12,2,2,4,0.7500,4
H,rafe_gpt120b,c2,0,14,0,6,0.0000,6
H,rafe_gpt_plan_critic_qwen,c2,0,14,0,6,0.0000,6
H,rafe_gpt_plan_qwen_code,c2,0,14,0,6,0.0000,6
H,rafe_gpt_plan_qwen_code_rev,c2,0,14,0,6,0.0000,6
H,rafe_mcts_baseline,c2,0,14,0,6,0.0000,6
H,rafe_mcts_critic_gate,c2,0,14,0,6,0.0000,6
H,rafe_mcts_plan_critic,c2,0,14,0,6,0.0000,6
H,rafe_qwen,c2,0,14,0,6,0.0000,6
I,I,c2,14,0,0,6,1.0000,6
I,J,c2,11,3,1,5,0.7333,5
I,K,c2,11,3,0,6,0.7857,6
I,L,c2,13,1,0,6,0.9286,6
I,M,c2,12,2,0,6,0.8571,6
I,N,c2,8,6,1,5,0.5333,5
I,P,c2,12,2,2,4,0.7500,4
I,rafe_gpt120b,c2,0,14,0,6,0.0000,6
I,rafe_gpt_plan_critic_qwen,c2,0,14,0,6,0.0000,6
I,rafe_gpt_plan_qwen_code,c2,0,14,0,6,0.0000,6
I,rafe_gpt_plan_qwen_code_rev,c2,0,14,0,6,0.0000,6
I,rafe_mcts_baseline,c2,0,14,0,6,0.0000,6
I,rafe_mcts_critic_gate,c2,0,14,0,6,0.0000,6
I,rafe_mcts_plan_critic,c2,0,14,0,6,0.0000,6
I,rafe_qwen,c2,0,14,0,6,0.0000,6
J,J,c2,12,0,0,8,1.0000,8
J,K,c2,9,3,2,6,0.6429,6
J,L,c2,11,1,2,6,0.7857,6
J,M,c2,11,1,1,7,0.8462,7
J,N,c2,7,5,2,6,0.5000,6
J,P,c2,11,1,3,5,0.7333,5
J,rafe_gpt120b,c2,0,12,0,8,0.0000,8
J,rafe_gpt_plan_critic_qwen,c2,0,12,0,8,0.0000,8
J,rafe_gpt_plan_qwen_code,c2,0,12,0,8,0.0000,8
J,rafe_gpt_plan_qwen_code_rev,c2,0,12,0,8,0.0000,8
J,rafe_mcts_baseline,c2,0,12,0,8,0.0000,8
J,rafe_mcts_critic_gate,c2,0,12,0,8,0.0000,8
J,rafe_mcts_plan_critic,c2,0,12,0,8,0.0000,8
J,rafe_qwen,c2,0,12,0,8,0.0000,8
K,K,c2,11,0,0,9,1.0000,9
K,L,c2,10,1,3,6,0.7143,6
K,M,c2,10,1,2,7,0.7692,7
K,N,c2,6,5,3,6,0.4286,6
K,P,c2,10,1,4,5,0.6667,5
K,rafe_gpt120b,c2,0,11,0,9,0.0000,9
K,rafe_gpt_plan_critic_qwen,c2,0,11,0,9,0.0000,9
K,rafe_gpt_plan_qwen_code,c2,0,11,0,9,0.0000,9
K,rafe_gpt_plan_qwen_code_rev,c2,0,11,0,9,0.0000,9
K,rafe_mcts_baseline,c2,0,11,0,9,0.0000,9
K,rafe_mcts_critic_gate,c2,0,11,0,9,0.0000,9
K,rafe_mcts_plan_critic,c2,0,11,0,9,0.0000,9
K,rafe_qwen,c2,0,11,0,9,0.0000,9
L,L,c2,13,0,0,7,1.0000,7
L,M,c2,12,1,0,7,0.9231,7
L,N,c2,8,5,1,6,0.5714,6
L,P,c2,12,1,2,5,0.8000,5
L,rafe_gpt120b,c2,0,13,0,7,0.0000,7
L,rafe_gpt_plan_critic_qwen,c2,0,13,0,7,0.0000,7
L,rafe_gpt_plan_qwen_code,c2,0,13,0,7,0.0000,7
L,rafe_gpt_plan_qwen_code_rev,c2,0,13,0,7,0.0000,7
L,rafe_mcts_baseline,c2,0,13,0,7,0.0000,7
L,rafe_mcts_critic_gate,c2,0,13,0,7,0.0000,7
L,rafe_mcts_plan_critic,c2,0,13,0,7,0.0000,7
L,rafe_qwen,c2,0,13,0,7,0.0000,7
M,M,c2,12,0,0,8,1.0000,8
M,N,c2,7,5,2,6,0.5000,6
M,P,c2,12,0,2,6,0.8571,6
M,rafe_gpt120b,c2,0,12,0,8,0.0000,8
M,rafe_gpt_plan_critic_qwen,c2,0,12,0,8,0.0000,8
M,rafe_gpt_plan_qwen_code,c2,0,12,0,8,0.0000,8
M,rafe_gpt_plan_qwen_code_rev,c2,0,12,0,8,0.0000,8
M,rafe_mcts_baseline,c2,0,12,0,8,0.0000,8
M,rafe_mcts_critic_gate,c2,0,12,0,8,0.0000,8
M,rafe_mcts_plan_critic,c2,0,12,0,8,0.0000,8
M,rafe_qwen,c2,0,12,0,8,0.0000,8
N,N,c2,9,0,0,11,1.0000,11
N,P,c2,8,1,6,5,0.5333,5
N,rafe_gpt120b,c2,0,9,0,11,0.0000,11
N,rafe_gpt_plan_critic_qwen,c2,0,9,0,11,0.0000,11
N,rafe_gpt_plan_qwen_code,c2,0,9,0,11,0.0000,11
N,rafe_gpt_plan_qwen_code_rev,c2,0,9,0,11,0.0000,11
N,rafe_mcts_baseline,c2,0,9,0,11,0.0000,11
N,rafe_mcts_critic_gate,c2,0,9,0,11,0.0000,11
N,rafe_mcts_plan_critic,c2,0,9,0,11,0.0000,11
N,rafe_qwen,c2,0,9,0,11,0.0000,11
P,P,c2,14,0,0,6,1.0000,6
P,rafe_gpt120b,c2,0,14,0,6,0.0000,6
P,rafe_gpt_plan_critic_qwen,c2,0,14,0,6,0.0000,6
P,rafe_gpt_plan_qwen_code,c2,0,14,0,6,0.0000,6
P,rafe_gpt_plan_qwen_code_rev,c2,0,14,0,6,0.0000,6
P,rafe_mcts_baseline,c2,0,14,0,6,0.0000,6
P,rafe_mcts_critic_gate,c2,0,14,0,6,0.0000,6
P,rafe_mcts_plan_critic,c2,0,14,0,6,0.0000,6
P,rafe_qwen,c2,0,14,0,6,0.0000,6
rafe_gpt120b,rafe_gpt120b,c2,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_gpt_plan_critic_qwen,c2,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_gpt_plan_qwen_code,c2,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_gpt_plan_qwen_code_rev,c2,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_mcts_baseline,c2,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_mcts_critic_gate,c2,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_mcts_plan_critic,c2,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_qwen,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_gpt_plan_critic_qwen,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_gpt_plan_qwen_code,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_gpt_plan_qwen_code_rev,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_mcts_baseline,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_mcts_critic_gate,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_mcts_plan_critic,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_qwen,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_gpt_plan_qwen_code,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_gpt_plan_qwen_code_rev,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_mcts_baseline,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_mcts_critic_gate,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_mcts_plan_critic,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_qwen,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code_rev,rafe_gpt_plan_qwen_code_rev,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code_rev,rafe_mcts_baseline,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code_rev,rafe_mcts_critic_gate,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code_rev,rafe_mcts_plan_critic,c2,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code_rev,rafe_qwen,c2,0,0,0,20,0.0000,20
rafe_mcts_baseline,rafe_mcts_baseline,c2,0,0,0,20,0.0000,20
rafe_mcts_baseline,rafe_mcts_critic_gate,c2,0,0,0,20,0.0000,20
rafe_mcts_baseline,rafe_mcts_plan_critic,c2,0,0,0,20,0.0000,20
rafe_mcts_baseline,rafe_qwen,c2,0,0,0,20,0.0000,20
rafe_mcts_critic_gate,rafe_mcts_critic_gate,c2,0,0,0,20,0.0000,20
rafe_mcts_critic_gate,rafe_mcts_plan_critic,c2,0,0,0,20,0.0000,20
rafe_mcts_critic_gate,rafe_qwen,c2,0,0,0,20,0.0000,20
rafe_mcts_plan_critic,rafe_mcts_plan_critic,c2,0,0,0,20,0.0000,20
rafe_mcts_plan_critic,rafe_qwen,c2,0,0,0,20,0.0000,20
rafe_qwen,rafe_qwen,c2,0,0,0,20,0.0000,20
A,A,c3,14,0,0,6,1.0000,6
