variant_a,variant_b,case_set,n_both_solved,n_only_a,n_only_b,n_neither,jaccard,n_both_failed
A,A_strict,c3,14,0,0,6,1.0000,6
A,B,c3,14,0,2,4,0.8750,4
A,B_strict,c3,14,0,1,5,0.9333,5
A,C,c3,14,0,1,5,0.9333,5
A,C_strict,c3,14,0,2,4,0.8750,4
A,D,c3,0,14,0,6,0.0000,6
A,E,c3,0,14,0,6,0.0000,6
A,F,c3,0,14,0,6,0.0000,6
A,F_strict,c3,13,1,4,2,0.7222,2
A,G,c3,0,14,0,6,0.0000,6
A,G_strict,c3,13,1,1,5,0.8667,5
A,H,c3,0,14,0,6,0.0000,6
A,I,c3,0,14,0,6,0.0000,6
A,J,c3,0,14,0,6,0.0000,6
A,K,c3,0,14,0,6,0.0000,6
A,L,c3,13,1,1,5,0.8667,5
A,M,c3,13,1,0,6,0.9286,6
A,N,c3,8,6,2,4,0.5000,4
A,P,c3,14,0,1,5,0.9333,5
A,rafe_gpt120b,c3,0,14,0,6,0.0000,6
A,rafe_gpt_plan_critic_qwen,c3,0,14,0,6,0.0000,6
A,rafe_gpt_plan_qwen_code,c3,0,14,0,6,0.0000,6
A,rafe_gpt_plan_qwen_code_rev,c3,0,14,0,6,0.0000,6
A,rafe_mcts_baseline,c3,0,14,0,6,0.0000,6
A,rafe_mcts_critic_gate,c3,0,14,0,6,0.0000,6
A,rafe_mcts_plan_critic,c3,0,14,0,6,0.0000,6
A,rafe_qwen,c3,0,14,0,6,0.0000,6
A_strict,A_strict,c3,14,0,0,6,1.0000,6
A_strict,B,c3,14,0,2,4,0.8750,4
A_strict,B_strict,c3,14,0,1,5,0.9333,5
A_strict,C,c3,14,0,1,5,0.9333,5
A_strict,C_strict,c3,14,0,2,4,0.8750,4
A_strict,D,c3,0,14,0,6,0.0000,6
A_strict,E,c3,0,14,0,6,0.0000,6
A_strict,F,c3,0,14,0,6,0.0000,6
A_strict,F_strict,c3,13,1,4,2,0.7222,2
A_strict,G,c3,0,14,0,6,0.0000,6
A_strict,G_strict,c3,13,1,1,5,0.8667,5
A_strict,H,c3,0,14,0,6,0.0000,6
A_strict,I,c3,0,14,0,6,0.0000,6
A_strict,J,c3,0,14,0,6,0.0000,6
A_strict,K,c3,0,14,0,6,0.0000,6
A_strict,L,c3,13,1,1,5,0.8667,5
A_strict,M,c3,13,1,0,6,0.9286,6
A_strict,N,c3,8,6,2,4,0.5000,4
A_strict,P,c3,14,0,1,5,0.9333,5
A_strict,rafe_gpt120b,c3,0,14,0,6,0.0000,6
A_strict,rafe_gpt_plan_critic_qwen,c3,0,14,0,6,0.0000,6
A_strict,rafe_gpt_plan_qwen_code,c3,0,14,0,6,0.0000,6
A_strict,rafe_gpt_plan_qwen_code_rev,c3,0,14,0,6,0.0000,6
A_strict,rafe_mcts_baseline,c3,0,14,0,6,0.0000,6
A_strict,rafe_mcts_critic_gate,c3,0,14,0,6,0.0000,6
A_strict,rafe_mcts_plan_critic,c3,0,14,0,6,0.0000,6
A_strict,rafe_qwen,c3,0,14,0,6,0.0000,6
B,B,c3,16,0,0,4,1.0000,4
B,B_strict,c3,15,1,0,4,0.9375,4
B,C,c3,15,1,0,4,0.9375,4
B,C_strict,c3,15,1,1,3,0.8824,3
B,D,c3,0,16,0,4,0.0000,4
B,E,c3,0,16,0,4,0.0000,4
B,F,c3,0,16,0,4,0.0000,4
B,F_strict,c3,15,1,2,2,0.8333,2
B,G,c3,0,16,0,4,0.0000,4
B,G_strict,c3,14,2,0,4,0.8750,4
B,H,c3,0,16,0,4,0.0000,4
B,I,c3,0,16,0,4,0.0000,4
B,J,c3,0,16,0,4,0.0000,4
B,K,c3,0,16,0,4,0.0000,4
B,L,c3,14,2,0,4,0.8750,4
B,M,c3,13,3,0,4,0.8125,4
B,N,c3,9,7,1,3,0.5294,3
B,P,c3,14,2,1,3,0.8235,3
B,rafe_gpt120b,c3,0,16,0,4,0.0000,4
B,rafe_gpt_plan_critic_qwen,c3,0,16,0,4,0.0000,4
B,rafe_gpt_plan_qwen_code,c3,0,16,0,4,0.0000,4
B,rafe_gpt_plan_qwen_code_rev,c3,0,16,0,4,0.0000,4
B,rafe_mcts_baseline,c3,0,16,0,4,0.0000,4
B,rafe_mcts_critic_gate,c3,0,16,0,4,0.0000,4
B,rafe_mcts_plan_critic,c3,0,16,0,4,0.0000,4
B,rafe_qwen,c3,0,16,0,4,0.0000,4
B_strict,B_strict,c3,15,0,0,5,1.0000,5
B_strict,C,c3,15,0,0,5,1.0000,5
B_strict,C_strict,c3,15,0,1,4,0.9375,4
B_strict,D,c3,0,15,0,5,0.0000,5
B_strict,E,c3,0,15,0,5,0.0000,5
B_strict,F,c3,0,15,0,5,0.0000,5
B_strict,F_strict,c3,14,1,3,2,0.7778,2
B_strict,G,c3,0,15,0,5,0.0000,5
B_strict,G_strict,c3,14,1,0,5,0.9333,5
B_strict,H,c3,0,15,0,5,0.0000,5
B_strict,I,c3,0,15,0,5,0.0000,5
B_strict,J,c3,0,15,0,5,0.0000,5
B_strict,K,c3,0,15,0,5,0.0000,5
B_strict,L,c3,13,2,1,4,0.8125,4
B_strict,M,c3,13,2,0,5,0.8667,5
B_strict,N,c3,8,7,2,3,0.4706,3
B_strict,P,c3,14,1,1,4,0.8750,4
B_strict,rafe_gpt120b,c3,0,15,0,5,0.0000,5
B_strict,rafe_gpt_plan_critic_qwen,c3,0,15,0,5,0.0000,5
B_strict,rafe_gpt_plan_qwen_code,c3,0,15,0,5,0.0000,5
B_strict,rafe_gpt_plan_qwen_code_rev,c3,0,15,0,5,0.0000,5
B_strict,rafe_mcts_baseline,c3,0,15,0,5,0.0000,5
B_strict,rafe_mcts_critic_gate,c3,0,15,0,5,0.0000,5
B_strict,rafe_mcts_plan_critic,c3,0,15,0,5,0.0000,5
B_strict,rafe_qwen,c3,0,15,0,5,0.0000,5
C,C,c3,15,0,0,5,1.0000,5
C,C_strict,c3,15,0,1,4,0.9375,4
C,D,c3,0,15,0,5,0.0000,5
C,E,c3,0,15,0,5,0.0000,5
C,F,c3,0,15,0,5,0.0000,5
C,F_strict,c3,14,1,3,2,0.7778,2
C,G,c3,0,15,0,5,0.0000,5
C,G_strict,c3,14,1,0,5,0.9333,5
C,H,c3,0,15,0,5,0.0000,5
C,I,c3,0,15,0,5,0.0000,5
C,J,c3,0,15,0,5,0.0000,5
C,K,c3,0,15,0,5,0.0000,5
C,L,c3,13,2,1,4,0.8125,4
C,M,c3,13,2,0,5,0.8667,5
C,N,c3,8,7,2,3,0.4706,3
C,P,c3,14,1,1,4,0.8750,4
C,rafe_gpt120b,c3,0,15,0,5,0.0000,5
C,rafe_gpt_plan_critic_qwen,c3,0,15,0,5,0.0000,5
C,rafe_gpt_plan_qwen_code,c3,0,15,0,5,0.0000,5
C,rafe_gpt_plan_qwen_code_rev,c3,0,15,0,5,0.0000,5
C,rafe_mcts_baseline,c3,0,15,0,5,0.0000,5
C,rafe_mcts_critic_gate,c3,0,15,0,5,0.0000,5
C,rafe_mcts_plan_critic,c3,0,15,0,5,0.0000,5
C,rafe_qwen,c3,0,15,0,5,0.0000,5
C_strict,C_strict,c3,16,0,0,4,1.0000,4
C_strict,D,c3,0,16,0,4,0.0000,4
C_strict,E,c3,0,16,0,4,0.0000,4
C_strict,F,c3,0,16,0,4,0.0000,4
C_strict,F_strict,c3,15,1,2,2,0.8333,2
C_strict,G,c3,0,16,0,4,0.0000,4
C_strict,G_strict,c3,14,2,0,4,0.8750,4
C_strict,H,c3,0,16,0,4,0.0000,4
C_strict,I,c3,0,16,0,4,0.0000,4
C_strict,J,c3,0,16,0,4,0.0000,4
C_strict,K,c3,0,16,0,4,0.0000,4
C_strict,L,c3,13,3,1,3,0.7647,3
C_strict,M,c3,13,3,0,4,0.8125,4
C_strict,N,c3,8,8,2,2,0.4444,2
C_strict,P,c3,14,2,1,3,0.8235,3
C_strict,rafe_gpt120b,c3,0,16,0,4,0.0000,4
C_strict,rafe_gpt_plan_critic_qwen,c3,0,16,0,4,0.0000,4
C_strict,rafe_gpt_plan_qwen_code,c3,0,16,0,4,0.0000,4
C_strict,rafe_gpt_plan_qwen_code_rev,c3,0,16,0,4,0.0000,4
C_strict,rafe_mcts_baseline,c3,0,16,0,4,0.0000,4
C_strict,rafe_mcts_critic_gate,c3,0,16,0,4,0.0000,4
C_strict,rafe_mcts_plan_critic,c3,0,16,0,4,0.0000,4
C_strict,rafe_qwen,c3,0,16,0,4,0.0000,4
D,D,c3,0,0,0,20,0.0000,20
D,E,c3,0,0,0,20,0.0000,20
D,F,c3,0,0,0,20,0.0000,20
D,F_strict,c3,0,0,17,3,0.0000,3
D,G,c3,0,0,0,20,0.0000,20
D,G_strict,c3,0,0,14,6,0.0000,6
D,H,c3,0,0,0,20,0.0000,20
D,I,c3,0,0,0,20,0.0000,20
D,J,c3,0,0,0,20,0.0000,20
D,K,c3,0,0,0,20,0.0000,20
D,L,c3,0,0,14,6,0.0000,6
D,M,c3,0,0,13,7,0.0000,7
D,N,c3,0,0,10,10,0.0000,10
D,P,c3,0,0,15,5,0.0000,5
D,rafe_gpt120b,c3,0,0,0,20,0.0000,20
D,rafe_gpt_plan_critic_qwen,c3,0,0,0,20,0.0000,20
D,rafe_gpt_plan_qwen_code,c3,0,0,0,20,0.0000,20
D,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
D,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
D,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
D,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
D,rafe_qwen,c3,0,0,0,20,0.0000,20
E,E,c3,0,0,0,20,0.0000,20
E,F,c3,0,0,0,20,0.0000,20
E,F_strict,c3,0,0,17,3,0.0000,3
E,G,c3,0,0,0,20,0.0000,20
E,G_strict,c3,0,0,14,6,0.0000,6
E,H,c3,0,0,0,20,0.0000,20
E,I,c3,0,0,0,20,0.0000,20
E,J,c3,0,0,0,20,0.0000,20
E,K,c3,0,0,0,20,0.0000,20
E,L,c3,0,0,14,6,0.0000,6
E,M,c3,0,0,13,7,0.0000,7
E,N,c3,0,0,10,10,0.0000,10
E,P,c3,0,0,15,5,0.0000,5
E,rafe_gpt120b,c3,0,0,0,20,0.0000,20
E,rafe_gpt_plan_critic_qwen,c3,0,0,0,20,0.0000,20
E,rafe_gpt_plan_qwen_code,c3,0,0,0,20,0.0000,20
E,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
E,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
E,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
E,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
E,rafe_qwen,c3,0,0,0,20,0.0000,20
F,F,c3,0,0,0,20,0.0000,20
F,F_strict,c3,0,0,17,3,0.0000,3
F,G,c3,0,0,0,20,0.0000,20
F,G_strict,c3,0,0,14,6,0.0000,6
F,H,c3,0,0,0,20,0.0000,20
F,I,c3,0,0,0,20,0.0000,20
F,J,c3,0,0,0,20,0.0000,20
F,K,c3,0,0,0,20,0.0000,20
F,L,c3,0,0,14,6,0.0000,6
F,M,c3,0,0,13,7,0.0000,7
F,N,c3,0,0,10,10,0.0000,10
F,P,c3,0,0,15,5,0.0000,5
F,rafe_gpt120b,c3,0,0,0,20,0.0000,20
F,rafe_gpt_plan_critic_qwen,c3,0,0,0,20,0.0000,20
F,rafe_gpt_plan_qwen_code,c3,0,0,0,20,0.0000,20
F,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
F,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
F,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
F,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
F,rafe_qwen,c3,0,0,0,20,0.0000,20
F_strict,F_strict,c3,17,0,0,3,1.0000,3
F_strict,G,c3,0,17,0,3,0.0000,3
F_strict,G_strict,c3,13,4,1,2,0.7222,2
F_strict,H,c3,0,17,0,3,0.0000,3
F_strict,I,c3,0,17,0,3,0.0000,3
F_strict,J,c3,0,17,0,3,0.0000,3
F_strict,K,c3,0,17,0,3,0.0000,3
F_strict,L,c3,14,3,0,3,0.8235,3
F_strict,M,c3,12,5,1,2,0.6667,2
F_strict,N,c3,8,9,2,1,0.4211,1
F_strict,P,c3,13,4,2,1,0.6842,1
F_strict,rafe_gpt120b,c3,0,17,0,3,0.0000,3
F_strict,rafe_gpt_plan_critic_qwen,c3,0,17,0,3,0.0000,3
F_strict,rafe_gpt_plan_qwen_code,c3,0,17,0,3,0.0000,3
F_strict,rafe_gpt_plan_qwen_code_rev,c3,0,17,0,3,0.0000,3
F_strict,rafe_mcts_baseline,c3,0,17,0,3,0.0000,3
F_strict,rafe_mcts_critic_gate,c3,0,17,0,3,0.0000,3
F_strict,rafe_mcts_plan_critic,c3,0,17,0,3,0.0000,3
F_strict,rafe_qwen,c3,0,17,0,3,0.0000,3
G,G,c3,0,0,0,20,0.0000,20
G,G_strict,c3,0,0,14,6,0.0000,6
G,H,c3,0,0,0,20,0.0000,20
G,I,c3,0,0,0,20,0.0000,20
G,J,c3,0,0,0,20,0.0000,20
G,K,c3,0,0,0,20,0.0000,20
G,L,c3,0,0,14,6,0.0000,6
G,M,c3,0,0,13,7,0.0000,7
G,N,c3,0,0,10,10,0.0000,10
G,P,c3,0,0,15,5,0.0000,5
G,rafe_gpt120b,c3,0,0,0,20,0.0000,20
G,rafe_gpt_plan_critic_qwen,c3,0,0,0,20,0.0000,20
G,rafe_gpt_plan_qwen_code,c3,0,0,0,20,0.0000,20
G,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
G,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
G,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
G,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
G,rafe_qwen,c3,0,0,0,20,0.0000,20
G_strict,G_strict,c3,14,0,0,6,1.0000,6
G_strict,H,c3,0,14,0,6,0.0000,6
G_strict,I,c3,0,14,0,6,0.0000,6
G_strict,J,c3,0,14,0,6,0.0000,6
G_strict,K,c3,0,14,0,6,0.0000,6
G_strict,L,c3,12,2,2,4,0.7500,4
G_strict,M,c3,13,1,0,6,0.9286,6
G_strict,N,c3,8,6,2,4,0.5000,4
G_strict,P,c3,13,1,2,4,0.8125,4
G_strict,rafe_gpt120b,c3,0,14,0,6,0.0000,6
G_strict,rafe_gpt_plan_critic_qwen,c3,0,14,0,6,0.0000,6
G_strict,rafe_gpt_plan_qwen_code,c3,0,14,0,6,0.0000,6
G_strict,rafe_gpt_plan_qwen_code_rev,c3,0,14,0,6,0.0000,6
G_strict,rafe_mcts_baseline,c3,0,14,0,6,0.0000,6
G_strict,rafe_mcts_critic_gate,c3,0,14,0,6,0.0000,6
G_strict,rafe_mcts_plan_critic,c3,0,14,0,6,0.0000,6
G_strict,rafe_qwen,c3,0,14,0,6,0.0000,6
H,H,c3,0,0,0,20,0.0000,20
H,I,c3,0,0,0,20,0.0000,20
H,J,c3,0,0,0,20,0.0000,20
H,K,c3,0,0,0,20,0.0000,20
H,L,c3,0,0,14,6,0.0000,6
H,M,c3,0,0,13,7,0.0000,7
H,N,c3,0,0,10,10,0.0000,10
H,P,c3,0,0,15,5,0.0000,5
H,rafe_gpt120b,c3,0,0,0,20,0.0000,20
H,rafe_gpt_plan_critic_qwen,c3,0,0,0,20,0.0000,20
H,rafe_gpt_plan_qwen_code,c3,0,0,0,20,0.0000,20
H,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
H,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
H,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
H,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
H,rafe_qwen,c3,0,0,0,20,0.0000,20
I,I,c3,0,0,0,20,0.0000,20
I,J,c3,0,0,0,20,0.0000,20
I,K,c3,0,0,0,20,0.0000,20
I,L,c3,0,0,14,6,0.0000,6
I,M,c3,0,0,13,7,0.0000,7
I,N,c3,0,0,10,10,0.0000,10
I,P,c3,0,0,15,5,0.0000,5
I,rafe_gpt120b,c3,0,0,0,20,0.0000,20
I,rafe_gpt_plan_critic_qwen,c3,0,0,0,20,0.0000,20
I,rafe_gpt_plan_qwen_code,c3,0,0,0,20,0.0000,20
I,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
I,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
I,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
I,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
I,rafe_qwen,c3,0,0,0,20,0.0000,20
J,J,c3,0,0,0,20,0.0000,20
J,K,c3,0,0,0,20,0.0000,20
J,L,c3,0,0,14,6,0.0000,6
J,M,c3,0,0,13,7,0.0000,7
J,N,c3,0,0,10,10,0.0000,10
J,P,c3,0,0,15,5,0.0000,5
J,rafe_gpt120b,c3,0,0,0,20,0.0000,20
J,rafe_gpt_plan_critic_qwen,c3,0,0,0,20,0.0000,20
J,rafe_gpt_plan_qwen_code,c3,0,0,0,20,0.0000,20
J,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
J,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
J,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
J,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
J,rafe_qwen,c3,0,0,0,20,0.0000,20
K,K,c3,0,0,0,20,0.0000,20
K,L,c3,0,0,14,6,0.0000,6
K,M,c3,0,0,13,7,0.0000,7
K,N,c3,0,0,10,10,0.0000,10
K,P,c3,0,0,15,5,0.0000,5
K,rafe_gpt120b,c3,0,0,0,20,0.0000,20
K,rafe_gpt_plan_critic_qwen,c3,0,0,0,20,0.0000,20
K,rafe_gpt_plan_qwen_code,c3,0,0,0,20,0.0000,20
K,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
K,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
K,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
K,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
K,rafe_qwen,c3,0,0,0,20,0.0000,20
L,L,c3,14,0,0,6,1.0000,6
L,M,c3,12,2,1,5,0.8000,5
L,N,c3,8,6,2,4,0.5000,4
L,P,c3,13,1,2,4,0.8125,4
L,rafe_gpt120b,c3,0,14,0,6,0.0000,6
L,rafe_gpt_plan_critic_qwen,c3,0,14,0,6,0.0000,6
L,rafe_gpt_plan_qwen_code,c3,0,14,0,6,0.0000,6
L,rafe_gpt_plan_qwen_code_rev,c3,0,14,0,6,0.0000,6
L,rafe_mcts_baseline,c3,0,14,0,6,0.0000,6
L,rafe_mcts_critic_gate,c3,0,14,0,6,0.0000,6
L,rafe_mcts_plan_critic,c3,0,14,0,6,0.0000,6
L,rafe_qwen,c3,0,14,0,6,0.0000,6
M,M,c3,13,0,0,7,1.0000,7
M,N,c3,8,5,2,5,0.5333,5
M,P,c3,13,0,2,5,0.8667,5
M,rafe_gpt120b,c3,0,13,0,7,0.0000,7
M,rafe_gpt_plan_critic_qwen,c3,0,13,0,7,0.0000,7
M,rafe_gpt_plan_qwen_code,c3,0,13,0,7,0.0000,7
M,rafe_gpt_plan_qwen_code_rev,c3,0,13,0,7,0.0000,7
M,rafe_mcts_baseline,c3,0,13,0,7,0.0000,7
M,rafe_mcts_critic_gate,c3,0,13,0,7,0.0000,7
M,rafe_mcts_plan_critic,c3,0,13,0,7,0.0000,7
M,rafe_qwen,c3,0,13,0,7,0.0000,7
N,N,c3,10,0,0,10,1.0000,10
N,P,c3,8,2,7,3,0.4706,3
N,rafe_gpt120b,c3,0,10,0,10,0.0000,10
N,rafe_gpt_plan_critic_qwen,c3,0,10,0,10,0.0000,10
N,rafe_gpt_plan_qwen_code,c3,0,10,0,10,0.0000,10
N,rafe_gpt_plan_qwen_code_rev,c3,0,10,0,10,0.0000,10
N,rafe_mcts_baseline,c3,0,10,0,10,0.0000,10
N,rafe_mcts_critic_gate,c3,0,10,0,10,0.0000,10
N,rafe_mcts_plan_critic,c3,0,10,0,10,0.0000,10
N,rafe_qwen,c3,0,10,0,10,0.0000,10
P,P,c3,15,0,0,5,1.0000,5
P,rafe_gpt120b,c3,0,15,0,5,0.0000,5
P,rafe_gpt_plan_critic_qwen,c3,0,15,0,5,0.0000,5
P,rafe_gpt_plan_qwen_code,c3,0,15,0,5,0.0000,5
P,rafe_gpt_plan_qwen_code_rev,c3,0,15,0,5,0.0000,5
P,rafe_mcts_baseline,c3,0,15,0,5,0.0000,5
P,rafe_mcts_critic_gate,c3,0,15,0,5,0.0000,5
P,rafe_mcts_plan_critic,c3,0,15,0,5,0.0000,5
P,rafe_qwen,c3,0,15,0,5,0.0000,5
rafe_gpt120b,rafe_gpt120b,c3,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_gpt_plan_critic_qwen,c3,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_gpt_plan_qwen_code,c3,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
rafe_gpt120b,rafe_qwen,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_gpt_plan_critic_qwen,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_gpt_plan_qwen_code,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_critic_qwen,rafe_qwen,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_gpt_plan_qwen_code,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code,rafe_qwen,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code_rev,rafe_gpt_plan_qwen_code_rev,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code_rev,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code_rev,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code_rev,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
rafe_gpt_plan_qwen_code_rev,rafe_qwen,c3,0,0,0,20,0.0000,20
rafe_mcts_baseline,rafe_mcts_baseline,c3,0,0,0,20,0.0000,20
rafe_mcts_baseline,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
rafe_mcts_baseline,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
rafe_mcts_baseline,rafe_qwen,c3,0,0,0,20,0.0000,20
rafe_mcts_critic_gate,rafe_mcts_critic_gate,c3,0,0,0,20,0.0000,20
rafe_mcts_critic_gate,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
rafe_mcts_critic_gate,rafe_qwen,c3,0,0,0,20,0.0000,20
rafe_mcts_plan_critic,rafe_mcts_plan_critic,c3,0,0,0,20,0.0000,20
rafe_mcts_plan_critic,rafe_qwen,c3,0,0,0,20,0.0000,20
rafe_qwen,rafe_qwen,c3,0,0,0,20,0.0000,20
