run_id,variant,case_set,instance_id,solved,steps_used,steps_allowed,solve_fraction,total_tokens,cost_bpt,stopped_reason
A_c1_9b_mcts,A,c1,board_rollup_001,1,4,18,0.2222,13289,119601.0,auto_finalized
A_c1_9b_mcts,A,c1,budget_snapshot_001,0,18,18,1.0000,91855,826695.0,reviewer_rejected
A_c1_9b_mcts,A,c1,contact_card_001,0,18,18,1.0000,114268,1028412.0,reviewer_rejected
A_c1_9b_mcts,A,c1,digest_preview_001,0,18,18,1.0000,135020,1215180.0,reviewer_rejected
A_c1_9b_mcts,A,c1,incident_brief_001,1,6,18,0.3333,21513,193617.0,auto_finalized
A_c1_9b_mcts,A,c1,invoice_footer_001,1,9,18,0.5000,76519,688671.0,auto_finalized
A_c1_9b_mcts,A,c1,label_formatter_001,1,7,18,0.3889,38132,343188.0,auto_finalized
A_c1_9b_mcts,A,c1,median_window_001,1,3,18,0.1667,11481,103329.0,auto_finalized
A_c1_9b_mcts,A,c1,milestone_rollup_001,0,4,18,0.2222,14427,129843.0,reviewer_rejected
A_c1_9b_mcts,A,c1,nested_app_001,1,8,18,0.4444,46397,417573.0,auto_finalized
A_c1_9b_mcts,A,c1,owner_recap_001,1,9,18,0.5000,47012,423108.0,auto_finalized
A_c1_9b_mcts,A,c1,owner_sort_001,1,3,18,0.1667,11833,106497.0,auto_finalized
A_c1_9b_mcts,A,c1,priority_snapshot_001,1,5,18,0.2778,17776,159984.0,auto_finalized
A_c1_9b_mcts,A,c1,renewal_preview_001,1,11,18,0.6111,48328,434952.0,auto_finalized
A_c1_9b_mcts,A,c1,risk_score_001,1,3,18,0.1667,9610,86490.0,auto_finalized
A_c1_9b_mcts,A,c1,shipment_preview_001,0,11,18,0.6111,77913,701217.0,reviewer_rejected
A_c1_9b_mcts,A,c1,simple_mean_bug_001,1,3,18,0.1667,9698,87282.0,auto_finalized
A_c1_9b_mcts,A,c1,status_slug_001,1,3,18,0.1667,9013,81117.0,auto_finalized
A_c1_9b_mcts,A,c1,team_digest_001,1,4,18,0.2222,21924,197316.0,auto_finalized
A_c1_9b_mcts,A,c1,workspace_digest_001,1,6,18,0.3333,23890,215010.0,auto_finalized
A_c2_9b_mcts,A,c2,assignee_board_001,0,18,18,1.0000,89020,801180.0,max_iterations
A_c2_9b_mcts,A,c2,campaign_header_001,0,5,18,0.2778,11298,101682.0,parse_failure
A_c2_9b_mcts,A,c2,comment_highlight_001,1,4,18,0.2222,8344,75096.0,auto_finalized
A_c2_9b_mcts,A,c2,dispatch_preview_001,0,18,18,1.0000,59779,538011.0,empty_patch_guardrail
A_c2_9b_mcts,A,c2,fee_rounding_001,1,3,18,0.1667,4830,43470.0,auto_finalized
A_c2_9b_mcts,A,c2,headline_api_001,0,12,18,0.6667,106523,958707.0,max_iterations
A_c2_9b_mcts,A,c2,incident_brief_c2_001,1,4,18,0.2222,7696,69264.0,auto_finalized
A_c2_9b_mcts,A,c2,invoice_summary_001,1,4,18,0.2222,8139,73251.0,auto_finalized
A_c2_9b_mcts,A,c2,label_join_001,1,4,18,0.2222,6865,61785.0,auto_finalized
A_c2_9b_mcts,A,c2,partner_brief_001,1,6,18,0.3333,10785,97065.0,auto_finalized
A_c2_9b_mcts,A,c2,profile_preview_001,0,18,18,1.0000,55661,500949.0,max_iterations
A_c2_9b_mcts,A,c2,queue_digest_001,1,4,18,0.2222,7686,69174.0,auto_finalized
A_c2_9b_mcts,A,c2,ratio_guard_001,0,3,18,0.1667,8188,73692.0,parse_failure
A_c2_9b_mcts,A,c2,renewal_banner_001,0,18,18,1.0000,59875,538875.0,max_iterations
A_c2_9b_mcts,A,c2,retry_slot_001,1,3,18,0.1667,5004,45036.0,auto_finalized
A_c2_9b_mcts,A,c2,shipment_digest_001,1,4,18,0.2222,7721,69489.0,auto_finalized
A_c2_9b_mcts,A,c2,sprint_rollup_001,1,3,18,0.1667,5257,47313.0,auto_finalized
A_c2_9b_mcts,A,c2,tag_visibility_001,1,4,18,0.2222,6863,61767.0,auto_finalized
A_c2_9b_mcts,A,c2,timeline_caption_001,0,14,18,0.7778,39755,357795.0,parse_failure
A_c2_9b_mcts,A,c2,window_center_001,1,3,18,0.1667,4856,43704.0,auto_finalized
A_c3_9b_mcts,A,c3,alert_subject_001,0,0,0,,0,0.0,
A_c3_9b_mcts,A,c3,backlog_health_medium_c3_001,1,3,18,0.1667,9875,88875.0,auto_finalized
A_c3_9b_mcts,A,c3,c3_banner_trim_001,1,3,18,0.1667,8767,78903.0,auto_finalized
A_c3_9b_mcts,A,c3,c3_clamp_floor_001,1,3,18,0.1667,8831,79479.0,auto_finalized
A_c3_9b_mcts,A,c3,c3_csv_count_001,1,3,18,0.1667,8747,78723.0,auto_finalized
A_c3_9b_mcts,A,c3,c3_eta_label_001,1,3,18,0.1667,8868,79812.0,auto_finalized
A_c3_9b_mcts,A,c3,c3_initials_join_001,0,18,18,1.0000,149153,1342377.0,reviewer_rejected
A_c3_9b_mcts,A,c3,c3_slug_tail_001,1,3,18,0.1667,8743,78687.0,auto_finalized
A_c3_9b_mcts,A,c3,c3_title_case_001,1,5,18,0.2778,22586,203274.0,auto_finalized
A_c3_9b_mcts,A,c3,escalation_caption_001,0,18,18,1.0000,123128,1108152.0,reviewer_rejected
A_c3_9b_mcts,A,c3,invoice_alerts_medium_c3_001,1,3,18,0.1667,9900,89100.0,auto_finalized
A_c3_9b_mcts,A,c3,ledger_preview_001,1,2,18,0.1111,8335,75015.0,auto_finalized
A_c3_9b_mcts,A,c3,oncall_brief_medium_c3_001,1,3,18,0.1667,9834,88506.0,auto_finalized
A_c3_9b_mcts,A,c3,quota_snapshot_medium_c3_001,1,3,18,0.1667,9919,89271.0,auto_finalized
A_c3_9b_mcts,A,c3,release_notes_medium_c3_001,1,5,18,0.2778,15191,136719.0,auto_finalized
A_c3_9b_mcts,A,c3,roster_signature_001,0,12,18,0.6667,114071,1026639.0,reviewer_rejected
A_c3_9b_mcts,A,c3,segment_badge_001,0,3,18,0.1667,14019,126171.0,reviewer_rejected
A_c3_9b_mcts,A,c3,ticket_digest_medium_c3_001,1,4,18,0.2222,12629,113661.0,auto_finalized
A_c3_9b_mcts,A,c3,transfer_digest_001,0,13,18,0.7222,97841,880569.0,reviewer_rejected
A_c3_9b_mcts,A,c3,uptime_rollup_medium_c3_001,1,4,18,0.2222,12693,114237.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,board_rollup_001,1,4,18,0.2222,13289,119601.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,budget_snapshot_001,0,18,18,1.0000,137873,1240857.0,reviewer_rejected
A_strict_c1_9b_mcts,A_strict,c1,contact_card_001,0,15,18,0.8333,66916,602244.0,reviewer_rejected
A_strict_c1_9b_mcts,A_strict,c1,digest_preview_001,0,18,18,1.0000,96814,871326.0,reviewer_rejected
A_strict_c1_9b_mcts,A_strict,c1,incident_brief_001,1,6,18,0.3333,21845,196605.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,invoice_footer_001,1,8,18,0.4444,55339,498051.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,label_formatter_001,0,0,0,,0,0.0,
A_strict_c1_9b_mcts,A_strict,c1,median_window_001,1,3,18,0.1667,16237,146133.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,milestone_rollup_001,0,4,18,0.2222,12760,114840.0,reviewer_rejected
A_strict_c1_9b_mcts,A_strict,c1,nested_app_001,1,5,18,0.2778,27673,249057.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,owner_recap_001,1,9,18,0.5000,37323,335907.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,owner_sort_001,1,3,18,0.1667,11838,106542.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,priority_snapshot_001,0,6,18,0.3333,19526,175734.0,reviewer_rejected
A_strict_c1_9b_mcts,A_strict,c1,renewal_preview_001,1,7,18,0.3889,43788,394092.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,risk_score_001,1,3,18,0.1667,9610,86490.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,shipment_preview_001,0,15,18,0.8333,94280,848520.0,reviewer_rejected
A_strict_c1_9b_mcts,A_strict,c1,simple_mean_bug_001,1,3,18,0.1667,9698,87282.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,status_slug_001,1,3,18,0.1667,9013,81117.0,auto_finalized
A_strict_c1_9b_mcts,A_strict,c1,team_digest_001,0,13,18,0.7222,148612,1337508.0,reviewer_rejected
A_strict_c1_9b_mcts,A_strict,c1,workspace_digest_001,1,6,18,0.3333,23890,215010.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,assignee_board_001,0,18,18,1.0000,69875,628875.0,reviewer_rejected
A_strict_c2_9b_mcts,A_strict,c2,campaign_header_001,0,18,18,1.0000,62266,560394.0,reviewer_rejected
A_strict_c2_9b_mcts,A_strict,c2,comment_highlight_001,1,4,18,0.2222,13150,118350.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,dispatch_preview_001,0,18,18,1.0000,72501,652509.0,reviewer_rejected
A_strict_c2_9b_mcts,A_strict,c2,fee_rounding_001,1,4,18,0.2222,11261,101349.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,headline_api_001,0,17,18,0.9444,96697,870273.0,reviewer_rejected
A_strict_c2_9b_mcts,A_strict,c2,incident_brief_c2_001,1,3,18,0.1667,10155,91395.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,invoice_summary_001,1,4,18,0.2222,13260,119340.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,label_join_001,1,4,18,0.2222,10893,98037.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,partner_brief_001,1,6,18,0.3333,18019,162171.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,profile_preview_001,0,4,18,0.2222,14693,132237.0,reviewer_rejected
A_strict_c2_9b_mcts,A_strict,c2,queue_digest_001,1,3,18,0.1667,9670,87030.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,ratio_guard_001,0,0,0,,0,0.0,
A_strict_c2_9b_mcts,A_strict,c2,renewal_banner_001,1,5,18,0.2778,16962,152658.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,retry_slot_001,1,3,18,0.1667,13800,124200.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,shipment_digest_001,1,4,18,0.2222,12694,114246.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,sprint_rollup_001,1,4,18,0.2222,12125,109125.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,tag_visibility_001,1,4,18,0.2222,11244,101196.0,auto_finalized
A_strict_c2_9b_mcts,A_strict,c2,timeline_caption_001,0,18,18,1.0000,72176,649584.0,reviewer_rejected
A_strict_c2_9b_mcts,A_strict,c2,window_center_001,1,3,18,0.1667,8797,79173.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,alert_subject_001,0,18,18,1.0000,60889,548001.0,reviewer_rejected
A_strict_c3_9b_mcts,A_strict,c3,backlog_health_medium_c3_001,1,3,18,0.1667,9875,88875.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,c3_banner_trim_001,1,3,18,0.1667,8767,78903.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,c3_clamp_floor_001,1,3,18,0.1667,8832,79488.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,c3_csv_count_001,1,3,18,0.1667,8747,78723.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,c3_eta_label_001,1,3,18,0.1667,8869,79821.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,c3_initials_join_001,0,18,18,1.0000,154439,1389951.0,reviewer_rejected
A_strict_c3_9b_mcts,A_strict,c3,c3_slug_tail_001,1,3,18,0.1667,8738,78642.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,c3_title_case_001,1,4,18,0.2222,18903,170127.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,escalation_caption_001,0,18,18,1.0000,58800,529200.0,reviewer_rejected
A_strict_c3_9b_mcts,A_strict,c3,invoice_alerts_medium_c3_001,1,3,18,0.1667,9900,89100.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,ledger_preview_001,1,13,18,0.7222,112878,1015902.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,oncall_brief_medium_c3_001,1,3,18,0.1667,9834,88506.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,quota_snapshot_medium_c3_001,1,3,18,0.1667,9919,89271.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,release_notes_medium_c3_001,1,4,18,0.2222,12626,113634.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,roster_signature_001,0,9,18,0.5000,42110,378990.0,reviewer_rejected
A_strict_c3_9b_mcts,A_strict,c3,segment_badge_001,0,18,18,1.0000,68302,614718.0,reviewer_rejected
A_strict_c3_9b_mcts,A_strict,c3,ticket_digest_medium_c3_001,1,4,18,0.2222,12629,113661.0,auto_finalized
A_strict_c3_9b_mcts,A_strict,c3,transfer_digest_001,0,18,18,1.0000,142906,1286154.0,reviewer_rejected
A_strict_c3_9b_mcts,A_strict,c3,uptime_rollup_medium_c3_001,1,3,18,0.1667,14662,131958.0,auto_finalized
B_c1_rafe_linear,B,c1,board_rollup_001,1,6,6,1.0000,2003,240360.0,
B_c1_rafe_linear,B,c1,budget_snapshot_001,1,6,6,1.0000,2116,253920.0,
B_c1_rafe_linear,B,c1,contact_card_001,0,60,60,1.0000,2025,243000.0,
B_c1_rafe_linear,B,c1,digest_preview_001,1,10,10,1.0000,2158,258960.0,
B_c1_rafe_linear,B,c1,incident_brief_001,1,10,10,1.0000,2006,240720.0,
B_c1_rafe_linear,B,c1,invoice_footer_001,1,18,18,1.0000,1813,217560.0,
B_c1_rafe_linear,B,c1,label_formatter_001,1,7,7,1.0000,2130,255600.0,
B_c1_rafe_linear,B,c1,median_window_001,1,6,6,1.0000,1836,220320.0,
B_c1_rafe_linear,B,c1,milestone_rollup_001,1,8,8,1.0000,1795,215400.0,
B_c1_rafe_linear,B,c1,nested_app_001,1,8,8,1.0000,2023,242760.0,
B_c1_rafe_linear,B,c1,owner_recap_001,1,12,12,1.0000,2046,245520.0,
B_c1_rafe_linear,B,c1,owner_sort_001,1,6,6,1.0000,1724,206880.0,
B_c1_rafe_linear,B,c1,priority_snapshot_001,1,10,10,1.0000,1884,226080.0,
B_c1_rafe_linear,B,c1,renewal_preview_001,1,16,16,1.0000,2076,249120.0,
B_c1_rafe_linear,B,c1,risk_score_001,1,7,7,1.0000,1712,205440.0,
B_c1_rafe_linear,B,c1,shipment_preview_001,0,60,60,1.0000,2011,241320.0,
B_c1_rafe_linear,B,c1,simple_mean_bug_001,1,7,7,1.0000,1623,194760.0,
B_c1_rafe_linear,B,c1,status_slug_001,1,7,7,1.0000,1738,208560.0,
B_c1_rafe_linear,B,c1,team_digest_001,1,10,10,1.0000,1766,211920.0,
B_c1_rafe_linear,B,c1,workspace_digest_001,1,10,10,1.0000,2242,269040.0,
B_c2_rafe_linear,B,c2,assignee_board_001,0,18,18,1.0000,56898,2086650.0,reviewer_rejected
B_c2_rafe_linear,B,c2,campaign_header_001,0,0,0,,0,0.0,
B_c2_rafe_linear,B,c2,comment_highlight_001,1,4,18,0.2222,9799,388920.0,auto_finalized
B_c2_rafe_linear,B,c2,dispatch_preview_001,0,18,18,1.0000,58772,2110470.0,reviewer_rejected
B_c2_rafe_linear,B,c2,fee_rounding_001,1,3,18,0.1667,6411,277920.0,auto_finalized
B_c2_rafe_linear,B,c2,headline_api_001,1,3,18,0.1667,8414,531780.0,auto_finalized
B_c2_rafe_linear,B,c2,incident_brief_c2_001,0,18,18,1.0000,59716,2067960.0,reviewer_rejected
B_c2_rafe_linear,B,c2,invoice_summary_001,1,3,18,0.1667,7427,316050.0,auto_finalized
B_c2_rafe_linear,B,c2,label_join_001,1,3,18,0.1667,6435,280980.0,auto_finalized
B_c2_rafe_linear,B,c2,partner_brief_001,1,4,18,0.2222,9141,402390.0,auto_finalized
B_c2_rafe_linear,B,c2,profile_preview_001,0,18,18,1.0000,52580,1909230.0,reviewer_rejected
B_c2_rafe_linear,B,c2,queue_digest_001,1,4,18,0.2222,11243,603240.0,auto_finalized
B_c2_rafe_linear,B,c2,ratio_guard_001,1,3,18,0.1667,7552,326280.0,auto_finalized
B_c2_rafe_linear,B,c2,renewal_banner_001,0,18,18,1.0000,47971,1760880.0,reviewer_rejected
B_c2_rafe_linear,B,c2,retry_slot_001,1,3,18,0.1667,6775,292260.0,auto_finalized
B_c2_rafe_linear,B,c2,shipment_digest_001,1,4,18,0.2222,9562,389730.0,auto_finalized
B_c2_rafe_linear,B,c2,sprint_rollup_001,1,3,18,0.1667,6990,304110.0,auto_finalized
B_c2_rafe_linear,B,c2,tag_visibility_001,1,3,18,0.1667,6521,283290.0,auto_finalized
B_c2_rafe_linear,B,c2,timeline_caption_001,0,18,18,1.0000,64304,2287950.0,reviewer_rejected
B_c2_rafe_linear,B,c2,window_center_001,0,0,0,,0,0.0,
B_c3_rafe_linear,B,c3,alert_subject_001,0,18,18,1.0000,45770,1645980.0,reviewer_rejected
B_c3_rafe_linear,B,c3,backlog_health_medium_c3_001,1,4,18,0.2222,9479,385170.0,auto_finalized
B_c3_rafe_linear,B,c3,c3_banner_trim_001,1,3,18,0.1667,6549,280710.0,auto_finalized
B_c3_rafe_linear,B,c3,c3_clamp_floor_001,1,3,18,0.1667,6613,297300.0,auto_finalized
B_c3_rafe_linear,B,c3,c3_csv_count_001,1,3,18,0.1667,6419,275820.0,auto_finalized
B_c3_rafe_linear,B,c3,c3_eta_label_001,1,3,18,0.1667,6454,282630.0,auto_finalized
B_c3_rafe_linear,B,c3,c3_initials_join_001,1,13,18,0.7222,36958,1488630.0,submitted
B_c3_rafe_linear,B,c3,c3_slug_tail_001,1,3,18,0.1667,6592,296670.0,auto_finalized
B_c3_rafe_linear,B,c3,c3_title_case_001,1,7,18,0.3889,16274,573360.0,auto_finalized
B_c3_rafe_linear,B,c3,escalation_caption_001,0,18,18,1.0000,48578,1782960.0,reviewer_rejected
B_c3_rafe_linear,B,c3,invoice_alerts_medium_c3_001,1,4,18,0.2222,9286,371010.0,auto_finalized
B_c3_rafe_linear,B,c3,ledger_preview_001,1,4,18,0.2222,8729,357720.0,auto_finalized
B_c3_rafe_linear,B,c3,oncall_brief_medium_c3_001,1,4,18,0.2222,9789,407790.0,auto_finalized
B_c3_rafe_linear,B,c3,quota_snapshot_medium_c3_001,1,4,18,0.2222,9473,387060.0,auto_finalized
B_c3_rafe_linear,B,c3,release_notes_medium_c3_001,1,4,18,0.2222,9600,390510.0,auto_finalized
B_c3_rafe_linear,B,c3,roster_signature_001,0,18,18,1.0000,55673,2006520.0,reviewer_rejected
B_c3_rafe_linear,B,c3,segment_badge_001,1,5,18,0.2778,10937,441150.0,auto_finalized
B_c3_rafe_linear,B,c3,ticket_digest_medium_c3_001,1,4,18,0.2222,9627,389520.0,auto_finalized
B_c3_rafe_linear,B,c3,transfer_digest_001,0,18,18,1.0000,61908,2317590.0,reviewer_rejected
B_c3_rafe_linear,B,c3,uptime_rollup_medium_c3_001,1,4,18,0.2222,10234,458220.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,board_rollup_001,1,3,18,0.1667,7585,335550.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,budget_snapshot_001,0,18,18,1.0000,57887,2348160.0,reviewer_rejected
B_strict_c1_rafe_linear,B_strict,c1,contact_card_001,0,6,18,0.3333,17174,862260.0,reviewer_rejected
B_strict_c1_rafe_linear,B_strict,c1,digest_preview_001,0,18,18,1.0000,72169,2635860.0,reviewer_rejected
B_strict_c1_rafe_linear,B_strict,c1,incident_brief_001,1,6,18,0.3333,16410,638730.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,invoice_footer_001,1,10,18,0.5556,32279,1118490.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,label_formatter_001,1,6,18,0.3333,15194,592260.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,median_window_001,1,3,18,0.1667,6663,288900.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,milestone_rollup_001,1,4,18,0.2222,9248,374640.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,nested_app_001,1,5,18,0.2778,12643,509070.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,owner_recap_001,1,17,18,0.9444,49277,1619790.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,owner_sort_001,1,3,18,0.1667,6645,283230.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,priority_snapshot_001,1,4,18,0.2222,10114,407820.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,renewal_preview_001,1,4,18,0.2222,10944,599490.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,risk_score_001,1,3,18,0.1667,7067,307770.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,shipment_preview_001,0,18,18,1.0000,50301,1857780.0,reviewer_rejected
B_strict_c1_rafe_linear,B_strict,c1,simple_mean_bug_001,1,3,18,0.1667,7124,300030.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,status_slug_001,1,3,18,0.1667,6612,285210.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,team_digest_001,1,6,18,0.3333,15469,559830.0,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,workspace_digest_001,1,4,18,0.2222,11546,460410.0,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,assignee_board_001,0,18,18,1.0000,53046,1974870.0,reviewer_rejected
B_strict_c2_rafe_linear,B_strict,c2,campaign_header_001,0,18,18,1.0000,49335,1795590.0,reviewer_rejected
B_strict_c2_rafe_linear,B_strict,c2,comment_highlight_001,1,4,18,0.2222,9696,384840.0,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,dispatch_preview_001,0,18,18,1.0000,63288,2272050.0,reviewer_rejected
B_strict_c2_rafe_linear,B_strict,c2,fee_rounding_001,1,3,18,0.1667,6515,280410.0,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,headline_api_001,1,3,18,0.1667,7823,455730.0,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,incident_brief_c2_001,1,6,18,0.3333,16825,767550.0,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,invoice_summary_001,1,3,18,0.1667,7451,319290.0,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,label_join_001,1,3,18,0.1667,7925,469950.0,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,partner_brief_001,1,7,18,0.3889,16527,612630.0,auto_finalized
